Mês,Inflação
Jan,1.0373076923076923
Fev,0.92
Mar,1.073846153846154
Abr,0.9676923076923077
Mai,1.0173076923076922
Jun,0.9769230769230769
Jul,1.031923076923077
Ago,1.0346153846153845
Set,0.9503846153846154
Out,0.98
Nov,0.9073076923076923
Dez,0.9876
